,en_text,fa_text,T5_translation
767,we got extra weight on the chassis.,شاسی ماشین‌رو سنگین‌تر کردیم,ماشين ساسی بهتر شد
768,"okay, she forgot her sax. and now, all you, connie.",باشه، ساکسیفونش رو جا گذاشته «و الان تو» کانی,خوب، سکسیفون گذاشته شده «و الان تو» «چی
769,uh... -hey.,…اه - سلام -,اه - سلام
770,i'm a really good friend.,من دوست خیلی خوبی‌ام,من دوست دارم خیلی خوبم
771,"so, here's the plan.",پس، برنامه اینه,پس برنامه اینه
772,"let it go, let it go! come on, come on!",! ولش کن! ولش کن! زودباش! زودباش,! ولش کن، ولش کن، زودباش، زودباش
773,"and by the time i got to mentor number 266,",و وقتی مربی شماره ۲۶۶ اومد سراغم,و، وقتی که کاراگاه شماره ۲۶۶۷ ایلینگ هالئون
774,denton died in a fire in his office.,دنتون توی اتش‌سوزی در دفترش مرد,دنت توی دفترچه ی اتش سوزی رفته مرد
775,money first.,اول پول,اول پول
776,"jason, really, i am truly sorry.",",جیسون «,واقعا». صادقانه خیلی متاسفم",، سیسون، در واقع، عادلانه، خیلی متاسفم
777,"no, kate!",! نه، کیت,نه، کیی
778,let's go.,بالا,بالا
779,fuck me on this table like you did my brother.,روی این میز مثل به برادرم بهم بدی,مثل برادرم که به من بد نمیشه
780,um-- well--,ام …خب,ام ... خوب
781,look.,ببینید,ببینید
782,[ todd ] when are you leaving? okay.,کی میری؟ خوب,کی میریم؟ خوبه
783,cool. lead the way.,ایول. تو بیفتی جلو,ایول، تو جلو بیفت
784,i'm not asking you to. you have to go.,. من ازت نمیخوام -. تو باید بری -,من ازت نمی خواهم - باید بری کنم -
785,"it's flying at us, man!",! داره میاد سمت‌مون پسر,! اره طرف مون پسر
786,"yeah, i knew him.",اره میشناختمش,اره می دونیم
787,see you monday.,دوشنبه میبینمت,دوشنبه، خوب،
788,"thy rod and thy staff, they comfort me.",",عصایت و فرشتگانت. مرا اسوده می‌کنند",، گله ی بافتنی و فرشگنیت
789,and great at hockey.,هاکی‌باز ماهری هم هست,هارویی باز هم هست
790,{\an8}there they are.,اینجایی,اینجا
791,just because you're staying here...,فقط به این خاطر که تو اینجا موندی,فقط به این خاطر که تو اینجا موندی
792,ow.,اخ,ه ...ه
793,that's what life on earth is for.,زندگی روی زمین برای همینه,زندگی روی زمین برای همیسا
794,"i'm scared, joe.",من می‌ترسم جو,من فکر می کنم جو
795,[ laughs ] okay.,باشه,خوبه
796,yep. rain is what we need in the updraft.,اره. بارون چیزیه که توی جریان عمودی بهش نیاز داریم,اره، بارون چیزیه که در سیر و سیر نیمه ی نیمه ی غربی به نیازمندی هست
797,"great job, dark secret.",افرین راز تاریک,افسانه ی غم انگیز را تشریح کنید
798,"thank you, friends. i must...",. ممنون دوستان …من باید از حضورتون,متشکرم، دوستان ... من باید از حضورتون بروم
799,see if you can find a basement!,! ببین می‌تونی زیرزمینی چیزی پیدا کنی یا نه,! ببینید که می بینی توی سرزمینی چیزی پيدا می کنی یا نه
800,"okay, i'll tell 'em. got to go.",خیلی‌خب، بهشون می‌گم باید برم,خیلی خب، اونا را میگم، باید برم
801,i'm... gonna--,من باید,من باید
802,what?,چیه؟,چیه؟
803,it's around 4:00 p.m. now...,الان ساعت حدود ۴:۰۰,الان ساعت ۴:۰۰ است
804,you don't know how long it's gonna take you to get work up there.,تو نمیدونی چقدر طول میکشه که اونجا کار پیدا کنی,من نمیدونم که چقدر طول می کشه که اینجا کار پیدا می کنه
805,my pouch has just the thing to get us out of here.,توی کیفم یه چیزی هست که می‌شه باهاش از اینجا خارج شد,توی کیفشم، چیزی هست که با اونا از اینجا خارج بشه
806,but we got here as soon as we could.,ولی به محض اینکه تونستیم خودمونو رسوندیم اینجا,اما به محض اینکه تونستیم خودمو اینجا بفرستم
807,yeah.,اره,اره
808,"no, no, wait! no, no, no!",نه. نه وایسا. نه. نه,نه، نه، نه، نه، نه، نه
809,no. you're totally right.,نه، کاملا راست می‌گی,نه، کاملا راست می گی
810,are you okay?,خوبی؟,خوبه؟
811,oh. yeah.,اوه، بله,اه، بله
812,have i ever steered you wrong before?,تاحالا شده به اشتباه راهنماییت کنم؟,تا حالا به راهنمایی کردن من ختم شده؟
813,i don't know how to stop anxiety.,نمی‌دونم باید چطور جلوی اضطراب رو بگیریم,نمی دونم، باید چطوری جلوی اضطراب رو بگیریم
814,tell her about the fire hawks?,بهشون می‌گیم؟,انها گیج می شوند؟
815,"i don't like to work bloody, but guess what?",نمیخوام دستامو خونی کنم ولی حدس بزن چی,نمی خواهم منو خونه کنم، ولی خوب، بزن چطوری؟
816,"wait, you're right, i did.",عه اره، راست می‌گی,اره، راست می گی
817,you're right to quit. i learned about quitting...,حق داری انصراف …من درباره انصراف دادن یاد گرفتم,حق داری از من تقاضای استعفا کنی ... در مورد از دست دادن من یاد گرفتم
818,"my classes suck, so--",کلاس من افتضاحه …. بنابر این,کلاس من هیجان زده ... تحت فرمان این
819,are you okay?,تو حالت خوبه؟,حالت خوبه؟
820,"but you don't get the data with this,",…اما داده‌ها رو با این به دست نیاری,اما داده ها با این نگهبان
821,"javi, how's dorothy's gps?",خاوی، جی‌پی‌اس دوروتی چطوره؟,مری، جی پی اس دوریتی چطوره؟
822,how do they know that you're not?,از کجا میدونن که دروغ نمیگی؟,از کجا می دونی که نیش گوری؟
823,"all right, tyler, we got to make a choice.",خیلی‌خب تایلر باید تصمیم بگیریم,خیلی خب، تایلر باید تصمیم بگیریم
824,ignore that.,بهش توجه نکن,به ه ه توجه کن
825,"no hard feelings, right? all right.",حس بدی نداشته باش درسته؟,حس بدبختی را نیز مختل کرده؟
826,huh?,ها؟,ها؟
827,"i'm telling you, joe, it's pronounced yee-row.",دارم بهت میگم جو «تلفظ میشه» یی رو,من بهت میگم جو تلف می شه
828,not just denton.,فقط دنتون نه,فقط دنتن نه
829,i'm a good friend.,من دوست خوبی‌ام,من دوست خوبم
830,yeah! there we go!,اره! خودشه,اره، خودشه
831,problem solved.,مشکل حل شد,شکل حل شد
832,we just had tornado genesis.,همین الان گردباد به‌وجود اومد,همین الان چرباد وجود دارد
833,we'll have you back in no time.,ما فورا تو رو برمیگردونیم,ما فورا بریمیگردونیم
834,but circumstances intervened.,اما شرایط مانع میشه …,اما شرایط قابل تحمل نیست
835,where'd you get that?,اونو از کجا اوردی؟,او نو از کجا اوردی؟
836,gorgeous?,خوشگل چی؟,خوشگل چی؟
837,whoops. i got it.,فهمیدم,فهمیدم
838,really.,واقعا,واقعا
839,you did. up here.,خودت گفتی این بالا,خودت این بالا را گفتی
840,no. why? you should probably see mel.,نه، چرا؟ - احتمالا باید ببینیش,نه، چرا؟ - احتمالا باید بررسی کنم
841,"and i swear, the next thing i know...",…و قسم می‌خورم که انگار,و ...و به من بگو که فکر می کنم
842,remember we used to have addy check in?,یادته قبلا ادی رو می‌فرستادیم بره اتاق بگیره؟,یادت هست که قبلا ادیرو فرستادم که برو اتاق را بگیرد؟
843,no.,نه,نه
844,you guys used to have in his office.,که توی دفترش داشتین بهم گفت,که توی دفترچه اش یه چیزی به من گفته
845,"come on, riley. move those feet.",بالا رایلی، راه بیفت,بالای اتر ای، راه قطع شده
846,i got to get back to work.,باید برگردم سر کار,بايد زودتر بره سر کار
847,"joy, are you taking that",شادی، داری این رو می‌بری,خوشبختی، داری، داری، برو
848,"oh, no!",وای نه,بله نه
849,"no! you lied to me. stop, mel.",". نه! تو به من دروغ گفتی. «بس کن,» مل -",نه، تو به من حرف بدی زدی، گم شو
850,pipin' hot rumors right off the mill!,شایعات داغ تازه از اسیاب در اومدن,شایعات تند و تند از اساب در طول سفر
851,"hey, a few of us are just gonna hang out tonight,",هی، امشب چندتامون می‌خوایم دور هم جمع بشیم,هی، امشب چند تامون می خوایم دورتر از همدیگر باشیم
852,"yes! sadness, you could do it.",اره. غم، تو می‌تونی,اره، غم، تو می بینی
853,i know.,میدونم,فهمیدم
854,you can meet some of the other fire hawks.,می‌تونی با بقیه‌ی بچه‌های تیم اشنا باشی,با تمام بچه های تیم هیجان زده می شیم
855,"come on, let's go! log in.",حالا بجنب وارد شو,حالا زودتر وارد شو
856,"but i hadn't heard from you, so, you know,",اما هیچ خبری است نداشتم …برای همین می‌دونی,اما خبری نرسیده ...من همینطور می دونی
857,that's... good. good.,این خوبه …خوبه,خوبه ... خوبه
858,"to be inside a tornado, kate.",این‌طوریه کیت,اینطوری، کیست
859,maybe for you it is.,شاید برای شماست,شاید برای تو باشه
860,aren't those traitors dead to us?,بهتر نیست با اون خاین‌ها قطع رابطه کنیم؟,بهتر است با این دخترها رابطه را قطع کنند؟
861,"look, i... i... should really be getting back.",ببین، من …من …واقعا باید برگردم,ببین، من ...من ...در واقع باید برگردم
862,good boy. that's right.,افرین پسر خوب اره,طفل پرست، خوبه اره
863,"leigh, you're an adult.",". لی «,تو یه ادم بالغی»",تی «، تو یک ادم بالغی
864,put 'em on.,دوستت کن,دوست دارم
865,"i'm trying. - well, try harder.",دارم تلاش می‌کنم - خب، بیش‌تر تلاش کن -,من سعی می کنم - خب، بیشتر از این -
866,jeb! yep.,! جی - بله؟ -,جی - بله؟ -
867,"mom, i'm sorry that i was snarky about the addition--","مامان,متاسفم که درمورد …. افزایش",مامان، متاسفم که در مورد افزایش ...
868,"we usually talk about jazz,",معمولا درمورد جاز صحبت می‌کنیم,اغلب در مورد مجاز حرف می زنیم
869,"man, the ac's blowing hot air. no. i'm sorry.",کولر هم داره باد داغ می‌ده - نه، ببخشید -,- اره، خوب، خوب، حالا دیگه یه کمی تند تر می کنم
870,i thought for certain i was gonna fly.,مطمین بودم پرواز می‌کنم می‌رم توی گردباد,خوب، صدای منو قطع می کنم، توی گردباد می روم
871,"all right, guys, it's gonna be a long night.",خیلی‌خب بچه‌ها، شب طولانی‌ای در پیشه,خیلی خب بچه ها، شب طولانی من توی پیشاپیش
872,"oh! rocking the red, huh?",اوه! مش قرمز کردی، هان؟,اه، مو قرمز، تو را گم کردی، ها؟
873,22! don't you walk away from me.,! ۲۲ بدون من جایی نمیری,۲۲ بدون من، نروم
874,"isaac barsi with rosenberg, swinson and velasquez.",ایزاک بارسی از شرکت روزنبرگ، سوینسون و ولاسکز,ایزاک باروس از شرکت روزنبرگ، سوینسون و واترکول
875,i gotta get back to my gig.,باید برگردم پیش تیم,بایستی پیش تیم ها بروم
876,make a trade.,داد و ستد کن,داد و ستد کن
877,"make sure you stay hydrated, miss kamen.",حتما اب زیاد بخور خانم کمن,حتما اب لیس بانو کمن را می خوره
878,just like me.,مثل خودم …,مثل خودم ...
879,i'm sorry.,. متاسفم,متاسفم
880,maybe.,شاید,شاید
881,i don't know.,نمی‌دونم,نمی دونم
882,"no, no!",نه، نه,نه، نه
883,"and we heard thunder, and she shot up out of the tub",و صدای رعد و برق شنیدیم …و کیت از توی وان پرید بیرون,و و صدای برقی روشن و درخشان به گوش رسید و کیی از داخل ان وارد شد
884,sully won me with a pair of sixes.,سالی منو با یه جفت ۶ برد,سالی، منم با یه هفت هفت نفره
885,what's that blocking it?,اون چیه که جلوش رو گرفته؟,چطوری که تاپ رو گرفته؟
886,we don't get to choose who riley is.,ما نمی‌تونیم هویت ریالی رو تعیین کنیم,ما نمیتونیم حافظه ی مالی را بررسی کنیم
887,checking in on your baby.,به بچت سر بزنی,به بچه ی کوچولو، سر بزن
888,okay. okay. [ sobbing ],. باشه. باشه,خوبه، خوبه
889,okay. shh.,. خیلی خب. شش,خیلی خب، شش
890,i stopped by your mom's in sapulpa to check in.,رفتم سپالپا پیش مامانت تا حالت رو بپرسم,من رفتم سپاس پا پیش مامان تو تا حالت منو گم کن
891,and i've never been able to get it to change.,و من قادر نبودم که تغییرش بدم,و من نمی توانستم تغییر شکل بدم را بدم
892,it's how val made the team as a freshman.,وال از همین طریق توانست به عنوان یک سال اولی به تیم راه پیدا کنه,در این صورت، انسان به عنوان یک سال اول به تیم پیدا کردن راه ادامه می دهد
893,they would read your article and-- and... change their minds.,اونا باید مقالت رو بخون و …و نظرشون رو عوض کنن,باید مقاله را بخوانند و ...و نظرها را عوض کنند
894,absolutely nothing. mm-hmm.,مطمعنا هیچی,خوبه، هیچی
895,you will go to earth,…تو به زمین میری و,به زمین میریم
896,you got it?,اوردی؟,اوردی؟
897,doesn't this sound like that guy?,شبیه اون یارو نیست؟,شبیه اون یارو نیست؟
898,"no, i was on the phone with her from the bar.",نه. از بار باهاش پای تلفن بودم,نه، از بار با اونا پشت تلفن بودم
899,yeah.,اره,اره
900,and all those beliefs come together,و این باورها باهمدیگه,و این همه ی اذیت ها با جنبش و جنبش
901,i drink wine with on occasion.,هر از گاهی باهاش شراب می‌خورم,هر چند گاه با اونها شراب می خورم
902,do you know quid pro quo?,می‌دونید «به یر» یعنی چی؟,می دونید «به ایر» یعنی چی؟
903,it's okay. i drop things all the time.,. ایرادی نداره بابا واسه من هم زیاد پیش میاد,اصلا ربطی به من نداره، بابا، من هم خیلی پیش از ظهر بودم
904,"go for joy. copy that. over. oh, i love 'em!",. شادی به گوشم. دریافت شد، تمام وای عاشقشم,شادمانی به گوشم رسید، فهمیدم، تمام عشق من
905,remember that?,یادته؟,یادت هست؟
906,"all right, here. hey, ben, can you get me some water?",خیلی‌خب، بیا - هی بن، می‌شه یه‌خرده اب بهم بدی؟ -,خیلی خب، ببین، یه ذره اب داره به من بدی می کنه؟
907,"is this sort of what you do, mr. audrey?",این کارته اقای ادری؟,این کاردینال، اقای ادویه؟
908,"moonwind, how are ya?",مون ویند «(= باد ماه) حالت چطوره؟»,مون ون می گه وضعیت وضعیت چطوره؟
909,no. okay.,نه. خیلی‌خب,نه، خیلی خوبه
910,before y'all are done making a difference?,چند نفر دیگه باشید بمیرن؟,چند نفر دیگ برای رفع سرما خوردن؟
911,shit.,تف,تف کردن
912,one night there was a poker game.,یک شب یه بازی پوکر بود,یک شب یک بازی پوکر بود
913,"well, that butterfly began as a caterpillar.",خب اون پروانه، یه زمانی کرم ابریشم بوده,خوب، پروانه، یک زمانی ریشه کرم بود
914,while riley takes a breather.,دو دقیقه وقت داریم,دو دقيقه وقت داریم
915,why are you here? - listen.,چرا اینجایی؟ - گوش کن -,چرا اینجا؟ گوش کن
916,"all right, let's move, fellas.",خیلی‌خب، بیاید بریم رفقا,خیلی خب، بجنب، بریم، بریم
917,"bring it in, team.",بیاید اینجا بچه‌ها,بیا اینجا بچه ها
918,"no, don't look at that stuff. let's look over here.",نه، اونا رو ول‌کن بیا اینجا رو ببین,نه، اونا رو ول کن، بیا همون جا رو ببین
919,we build her a new sense of self.,براش یه هویت جدید ساختیم,یه موجود جدید ساخته شده
920,you're always in danger of losing due to budget cuts?,همه ش در خطر از دست دادن حقوقت بخاطر گم‌شدن چیزی هستی؟,همه چیز به خاطر گند زدن مالیات در خطر است؟
921,"oh, thanks, guys.",ممنون بچه‌ها,متشکرم بچه ها
922,why? what about sully?,چرا؟ سالی چی پس؟,چرا؟ سالی چی؟ پس؟
923,go!,! برو,! برو
924,okay.,باشه,خوبه
925,you ready? let's go!,اماده‌اید؟ -! برو بریم -,- حاضری؟ - برو بریم
926,"i mean, if you",…یعنی,...یعنی
927,we're professionals. - mm-hmm.,ما حرفه‌ایم,ما حرفه ایم
928,and stay away!,! و دور بودن,! و دور بودن
929,i'm ready to reach her.,امادم تا باهاش ارتباط برقرار کنم,اما من باید با اونها ارتباط برقرار کنم
930,you decide.,تصمیمش با خودته,تصمیم با خودته
931,i'll be right back. practise your scales.,الان بر می‌گردم روی مهارت هاتون تمرین کنید,حالا بریم روی مهارت هاتون ترتیب غذا رو می دهیم
932,"if you're too much of a pussy, just gimme the gun.",اگه اینقدر ترسویی اسلحه رو بده به خودم,اگه اینقدر اسلحه ی ترسناک به خودم بده
933,got my head stomped on by one too many bulls.,گاوها چند باری سرم رو لگد کردن,گاوها، یه کمی بیشتر داره کف دستم داره تیکه تیکه می شه
934,you're stoned.,تو سرسختی,تو یه جور گستاخی
935,let's go.,بریم,بریم
936,we need to evacuate this arena right now!,! باید همین الان این محدوده رو تخلیه کنیم,باید همین الان این محدوده رو خلع کنیم
937,i did it. i did it! i'm back.,! توانستم، توانستم! من برگشتم,! تونستم، تونستم، من برگشتم
938,i don't know nothing about no makeup.,فکر نمی‌کنم بشه جبرانش کرد,فکر نمی کنم مجازاتش کنه
939,you all right?,خوبی؟,خوبه؟
940,can't trust a thing she says.,نمی‌شه به یک کلمه از حرف‌هاش اعتماد کرد,نباید به یک کلمه از حرف های اونها اعتماد داشته باشی
941,i'm thinking there's no reason,احساس می‌کنم دلیلی نداره که,احساس می کنم دلیلی نداره که
942,dorothy can't tell you that. lagrangian mechanics.,دوروتی این رو نمی‌تونه تشخیص بده مکانیک لاگرانژی,لورنتی اصلا نمیتونه توضیح بده به مکانیک لاگرانی
943,"all right, how are we getting to this thing?",خیلی‌خب، چطور می‌خوایم باشد برسیم؟,خیلی خب، چطوری می خواهیم فرق کنیم؟
944,you need to settle down. if you keep this...,باید بشینی …اگه این,باید بشقاب بزنن ...اگه این
945,"but i feel, i feel fine.",ولی حس می‌کنم خوبم,ولی فکر می کنم خوبم
946,no way.,بی‌خیال,بی خیال
947,"oh, no. honey.",وای نه، عزیزم,نه، عزیزم
948,yeah! - yeah!,! اره -! اره -,اره - اره -
949,then get back to the club.,…بعد برگردم به,بعد از اینکه به اتاق برگشتم
950,she doesn't need to know. -objection.,لازم نیست بفهمه - اعتراض دارم -,لازم نیست حرفی بزنیم - اعتراضی دارم -
951,i'm nice. i'm mean.,. من مهربونم من بد جنسم,من عاشقم، من غمگینم، من غمگینم
952,"i know, somebody raises you,",میدونم. وقتی یکی بزرگت کنه,فهمیدم، وقتی که یکی از شما بزرگتر بشه
953,i'm not gay.,. من گرا نیستم,من اهل اخلاق نیستم
954,you know what i'm saying? i'm...,می‌فهمی چی میگم؟ …من,می فهمی چیه میگم؟ ...من
955,"waiting on you, lion.",منتظر تو هستیم شیر,انتظار داریم، بله، شیر
956,"nostalgia, you aren't supposed to be here yet.",نوستالژی، تو قرار نبود بیای,نوستالی، تو وضعیت خوبی نداشتی، بیایید
957,"okay. oh, shit. can anyone see me, do you think?",باشه، اوه، لعنتی، فکر می‌کنی کسی منو اینجا میبینه؟,خوب، لعنتی، فکر می کنی کسی منو اینجا می بینه؟
958,"or somebody else's thing, you know?",یا مال یکی دیگه رو؟ می‌فهمی؟,یا یه دیگه مالی؟ می فهمی؟
959,"oh, no...",وای نه,بله نه
960,"i'm fucking bleeding, man.",دارم خونریزی می‌کنم مرد,من خونریزی دارم، می خواهم مرد
961,"it's all happening too fast, you know.",خیلی زود داره اتفاق میفته متوجهی,خیلی زود اتفاق می افته که توجهی بهش پیدا کرده
962,"we could become a fire hawk, like, tomorrow.",می‌تونیم همین فردا عضو تیم شاهین‌های اتشین باشیم,نیمه شب، تیم شاهین های اتشین، عضو شدیم
963,"yeah. guys, i-- i really-- i wanna talk about this.","اره بچه‌ها من واقعا میخوام که در اینباره حرف بزنم …اره. بچه ها,من …من واقعا. میخوام دربارش حرف بزنم",اره بچه ها من واقعا می خواهم که در این باره حرف بزنم ... اره، بچه ها، من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ... من ...
964,jeb!,! خب,خوب
965,robert edward audrey.,رابرت ادوارد ادری,رابرت ادوارد در اتاق
966,"oh, and you didn't happen to see the directions...",.. و تو این رو ندیدی,و تو هم همینطوری ندیدی
967,"the password is ""outofmyhouse""-- one word.",",پسووردم هست «outofmyhouse». چسبیده",پسر من، اهل خانه من هست
968,and stumble once in a while.,یه بار در یه دوره. اتفاقی به چیزی برخورد کنم,یک بار در یک دوران، تصادفی برای کسی پیش میاد
969,"leave it, leave it! come on, come on!",! ولش کن، ولش کن! زودباش، زودباش,! ولش کن، ولش کن، زودباش، زودباش
970,"but while we have her, ooh!",…اما تا پیش‌مونه,اما تا قبل از این اتفاق افتاد
971,with your dick.,.. با کارت,با کارت
972,we get right in front of that thing and set up our radar.,می‌ریم جلوی گردباد و رادارمون رو کار می‌ذاریم,ما جلوی گردباد میریم و رملیومون رو کار می کنیم
973,joy from headquarters?,شادی مرکز فرماندهی؟,شادمانی مرکز فرماندهی؟
974,what's gonna happen?,چه اتفاقی میخواد بیفته؟,چه اتفاقی می افتد؟
975,yeah?,اره؟,اره؟
976,one mississi...,…یک و یک,یک و یک
977,"now, stay your ass there.",حالا همینجا بدون,حالا همین جاست، بدون اینکه
978,she's the only one that can fix this.,اون تنها کسیه که میتونه درستش کنه,اون تنها کسیه که میتونه اذیتش کنه
979,"let's go, guys! let's go!",! بریم بچه‌ها! بریم,! بریم بچه ها، بریم
980,"he also told me about that, uh.",ضمنا بهم در مورد چیزم گفت,در ضمن به من در مورد چومیم گفت
981,"what do you mean, she was there with it?",منظورت چیه که اون باهاش بود؟,منظورت چیه که اون باهاش بود؟
982,"hey. we got to go, t.",هی، باید بریم تی,هی، باید تیم را روشن کنیم
983,"we'd go up to my mom's friend's, up in vermont.",ما به دیدن دوست مامانم توی ورمونت رفتیم,ما به دیدن مامانم دوستم در ورمونت رفتیم
984,her purpose. was it music? biology? walking?,جرقه‌اش، موسیقی بود؟ زیست؟ راه رفتن؟,صدای موزونی بود؟ زلف؟ راه رفتن؟
985,"hey, terry, what's that over there?",هی‌تری اونجا چیه؟,هی تری اونجا چیه؟
986,we're gonna have so much fun! -all right.,قراره کلی بهمون خوش بگذره - خیلی‌خب -,باید کلیی مامان را شاد و شاد بگذرانند - خیلی خب -
987,it's way better than here.,یه جورایی بهتر از اینجاست,اینجا یه جورایی بهتر از اینجاست
988,i'm from all over.,همه‌جاش سرای منه,همه جا، سرتای ما
989,what the fuck is this? - are you crazy?,این چیه؟ - دیوونه‌ای؟ -,این چیه؟ دیوونه ای؟
990,"ready for a little q&a, huh?",اماده بازجویی هستی؟,ایا برای تحقیق حاضره؟
991,i'm sorry for what happened.,بابت اتفاقی که افتاد متاسفم,با توجه به اتفاقی که افتاد متاسفم
992,"i- i just adopted him, so it's in the process.",به فرزندخواندگی گرفتمش برای همین زمان میبره,در همان زمان به خواندن طفل رفته ام
993,we'd have addy do it 'cause she was...,…می‌گفتیم ادی بره اتاق بگیره چون اون,ما گفتیم ادی برادر اتاق را می گیره ... چون اون
994,"i said, ""hands where i can see 'em.""",گفتم دستاتو بالا بگیر,گفتم دستت را بالا ببر
995,she looked like a swiss army knife. - you guys could come visit!,شبیه یه چاقوی ارتشی سوییسی می‌شد- شماها میتونین بیاین ملاقات-,مثل یک حمله نظامی نظامی سویسی می شین ین میتونی یه سفری ببینین
996,inside of a tornado to see if we can make it collapse.,داخل گردباد طراحی‌شده تا ببینیم می‌تونیم باعث فروپاشی باشیم یا نه,در درون گردباد طراحی شده تا بتوانم بفهمم که نیمی از این ها را به صورت بلغاری درست کنم یا نه
997,i offered you the tape.,…و چسب نواری دادم,چسب نواری را بگیرید، دادم
998,can you do this?,میتونی اینکارو کنی؟,میتونم این کار را بکنم؟
999,i'm not your teacher anymore.,من دیگه معلمت نیستم,من دیگه از دنیای گذشته متنفرم
