,en_text,fa_text,T5_translation
820,"but you don't get the data with this,",…اما داده‌ها رو با این به دست نیاری,اما داده ها با این نیرویی که برای نگهداری دادن به آن
821,"javi, how's dorothy's gps?",خاوی، جی‌پی‌اس دوروتی چطوره؟,جوز، جی پی اس دوریتی چطور؟
822,how do they know that you're not?,از کجا میدونن که دروغ نمیگی؟,از کجا می دانیم که زبان نیشخند نیست؟
823,"all right, tyler, we got to make a choice.",خیلی‌خب تایلر باید تصمیم بگیریم,خیلی خب تایلر باید تصمیم بگیریم
824,ignore that.,بهش توجه نکن,توجه به نشانه توجه
825,"no hard feelings, right? all right.",حس بدی نداشته باش درسته؟,آیا احساسات بدی در مورد بدن کسی وجود دارد؟
826,huh?,ها؟,- بله؟ -
827,"i'm telling you, joe, it's pronounced yee-row.",دارم بهت میگم جو «تلفظ میشه» یی رو,من بهت می گویم جو تلف شده است.
828,not just denton.,فقط دنتون نه,فقط دنتن نه
829,i'm a good friend.,من دوست خوبی‌ام,من دوست خوبم
830,yeah! there we go!,اره! خودشه,اره! خودش!
831,problem solved.,مشکل حل شد,شکل حل شد
832,we just had tornado genesis.,همین الان گردباد به‌وجود اومد,همین حالا آذرخش در حال ازدحام است
833,we'll have you back in no time.,ما فورا تو رو برمیگردونیم,ما فورا می خواهیم بریم و بریم
834,but circumstances intervened.,اما شرایط مانع میشه …,اما شرایط باید جلوگیری کند.
835,where'd you get that?,اونو از کجا اوردی؟,او را از کجا اوردی؟
836,gorgeous?,خوشگل چی؟,گلی چطور؟
837,whoops. i got it.,فهمیدم,فهمیدم
838,really.,واقعا,واقعا
839,you did. up here.,خودت گفتی این بالا,خودت می گوئی این بالای سر را
840,no. why? you should probably see mel.,نه، چرا؟ - احتمالا باید ببینیش,نه، چرا؟ - احتمالا باید بررسی کنیم -
841,"and i swear, the next thing i know...",…و قسم می‌خورم که انگار,و به من قسم می خورم که فکر می کنم
842,remember we used to have addy check in?,یادته قبلا ادی رو می‌فرستادیم بره اتاق بگیره؟,یادداشتی که قبلا ادیرو فرستاده بودم که اتاق را
843,no.,نه,نه
844,you guys used to have in his office.,که توی دفترش داشتین بهم گفت,که در دفترش به من گفته بودم
845,"come on, riley. move those feet.",بالا رایلی، راه بیفت,بالای ریلی، راه قطع شده است
846,i got to get back to work.,باید برگردم سر کار,بايد برای کار شروع کنم
847,"joy, are you taking that",شادی، داری این رو می‌بری,خوشحالی، داري همین کار را می کنی
848,"oh, no!",وای نه,بله
849,"no! you lied to me. stop, mel.",". نه! تو به من دروغ گفتی. «بس کن,» مل -",نه! تو به من حرف زشتی زدی. «بس کن، مل-
850,pipin' hot rumors right off the mill!,شایعات داغ تازه از اسیاب در اومدن,شایعات عجیب از اسب های سوار در طول سفر
851,"hey, a few of us are just gonna hang out tonight,",هی، امشب چندتامون می‌خوایم دور هم جمع بشیم,ه، امشب چند تامون می خوایم دورتر باشیم همدیگر را جمع
852,"yes! sadness, you could do it.",اره. غم، تو می‌تونی,اره، غم، تو می بینی
853,i know.,میدونم,بله، می دانم.
854,you can meet some of the other fire hawks.,می‌تونی با بقیه‌ی بچه‌های تیم اشنا باشی,با تمام تیم های تیم دوستانه ی تیم مدرسه می
855,"come on, let's go! log in.",حالا بجنب وارد شو,حالا برای ورود به شوکه
856,"but i hadn't heard from you, so, you know,",اما هیچ خبری است نداشتم …برای همین می‌دونی,اما خبر خبری وجود ندارد ...برای همین مین سون
857,that's... good. good.,این خوبه …خوبه,این خوبه ... خوبه
858,"to be inside a tornado, kate.",این‌طوریه کیت,این طوری رفتار می کند
859,maybe for you it is.,شاید برای شماست,شاید برای شما باشد.
860,aren't those traitors dead to us?,بهتر نیست با اون خاین‌ها قطع رابطه کنیم؟,آیا بهتر نیست با این خایشاوندان ارتباطی را قطع کنیم؟
861,"look, i... i... should really be getting back.",ببین، من …من …واقعا باید برگردم,ببین، من ...من ...در حقیقت باید برگردم
862,good boy. that's right.,افرین پسر خوب اره,دختر لاف زن خوب اره
863,"leigh, you're an adult.",". لی «,تو یه ادم بالغی»",. تی «، تو یک آدم بالغی»
864,put 'em on.,دوستت کن,دوست داشتن من
865,"i'm trying. - well, try harder.",دارم تلاش می‌کنم - خب، بیش‌تر تلاش کن -,من دارم سعی می کنم - خوب، بیشتر تلاشم را
866,jeb! yep.,! جی - بله؟ -,- جی- بله؟ -
867,"mom, i'm sorry that i was snarky about the addition--","مامان,متاسفم که درمورد …. افزایش",مامان، متاسفم که در مورد افزایش دادن ....
868,"we usually talk about jazz,",معمولا درمورد جاز صحبت می‌کنیم,معمولا در مورد مجوز حرف می زنیم
869,"man, the ac's blowing hot air. no. i'm sorry.",کولر هم داره باد داغ می‌ده - نه، ببخشید -,چلچراغ هم می گوید باد خفیف می کند- نه، لطفا
870,i thought for certain i was gonna fly.,مطمین بودم پرواز می‌کنم می‌رم توی گردباد,یقین داشتم که صدای تفریح را برای من خواندن
871,"all right, guys, it's gonna be a long night.",خیلی‌خب بچه‌ها، شب طولانی‌ای در پیشه,خیلی خوب، بچه ها، شب طولانی در پیشگاه
872,"oh! rocking the red, huh?",اوه! مش قرمز کردی، هان؟,اوه! مو قرمز زده شد، ها؟
873,22! don't you walk away from me.,! ۲۲ بدون من جایی نمیری,۲۲ نفر بدون من، بدون من،
874,"isaac barsi with rosenberg, swinson and velasquez.",ایزاک بارسی از شرکت روزنبرگ، سوینسون و ولاسکز,شرکت روزنبرگ، سوانسون و ولاسکز
875,i gotta get back to my gig.,باید برگردم پیش تیم,بايد برای تیم های تیم استفاده کنم
876,make a trade.,داد و ستد کن,صدای ناقوس و صدای ناقوس
877,"make sure you stay hydrated, miss kamen.",حتما اب زیاد بخور خانم کمن,حتما اب بانو کمن را می خورند
878,just like me.,مثل خودم …,مثل خودم ...
879,i'm sorry.,. متاسفم,متاسفم.
880,maybe.,شاید,شاید
881,i don't know.,نمی‌دونم,نباید بدونم
882,"no, no!",نه، نه,نه، نه، نه.
883,"and we heard thunder, and she shot up out of the tub",و صدای رعد و برق شنیدیم …و کیت از توی وان پرید بیرون,و صدای برقی برخاست و صدای آذرخش شنیدم ...
884,sully won me with a pair of sixes.,سالی منو با یه جفت ۶ برد,سالی منو با یک گروه ۶ برده
885,what's that blocking it?,اون چیه که جلوش رو گرفته؟,چیزی که جلو چپ را گرفته؟
886,we don't get to choose who riley is.,ما نمی‌تونیم هویت ریالی رو تعیین کنیم,ما نمی توانیم قوانین مالی را برای بررسی بررسی کنیم.
887,checking in on your baby.,به بچت سر بزنی,به بچه های سر زن
888,okay. okay. [ sobbing ],. باشه. باشه,خوب، خوب.
889,okay. shh.,. خیلی خب. شش,خیلی خوب.
890,i stopped by your mom's in sapulpa to check in.,رفتم سپالپا پیش مامانت تا حالت رو بپرسم,من سپاس پوتا پیش از مامانت رفتم تا وضعیت بهتری را
891,and i've never been able to get it to change.,و من قادر نبودم که تغییرش بدم,و من نمی توانستم تغییر شکل بدم را درک کنم
892,it's how val made the team as a freshman.,وال از همین طریق توانست به عنوان یک سال اولی به تیم راه پیدا کنه,در این صورت، انسان به عنوان یک سال اول به تیم های تیم 
893,they would read your article and-- and... change their minds.,اونا باید مقالت رو بخون و …و نظرشون رو عوض کنن,اونا باید مقاله بخوانند و ... و نظرشان را عوض کنند
894,absolutely nothing. mm-hmm.,مطمعنا هیچی,قابل اعتماده، هیچ.
895,you will go to earth,…تو به زمین میری و,- به زمین می روم و می روم.
896,you got it?,اوردی؟,اوردی؟
897,doesn't this sound like that guy?,شبیه اون یارو نیست؟,شبیه اون مرده نیست؟
898,"no, i was on the phone with her from the bar.",نه. از بار باهاش پای تلفن بودم,نه. از بار با آن ها صدای تلفن گوش می دادم.
899,yeah.,اره,اره
900,and all those beliefs come together,و این باورها باهمدیگه,و این گونه رفتارها با جنبش و جنبش
901,i drink wine with on occasion.,هر از گاهی باهاش شراب می‌خورم,هرچند گاه با شراب آن ها می خورم
902,do you know quid pro quo?,می‌دونید «به یر» یعنی چی؟,می دونید «به یر» یعنی چی؟
903,it's okay. i drop things all the time.,. ایرادی نداره بابا واسه من هم زیاد پیش میاد,مشکلات لازم نیست که پدر برای من هم برای من خیلی پیش
904,"go for joy. copy that. over. oh, i love 'em!",. شادی به گوشم. دریافت شد، تمام وای عاشقشم,. خوشحالی به گوشم. فهمیدیم که تمام صدا
905,remember that?,یادته؟,یادداشت؟
906,"all right, here. hey, ben, can you get me some water?",خیلی‌خب، بیا - هی بن، می‌شه یه‌خرده اب بهم بدی؟ -,خیلی خب، بیا- هی بن، می شه یک دانه اب به من بدی
907,"is this sort of what you do, mr. audrey?",این کارته اقای ادری؟,این کارگزار سابق آقاي دری؟
908,"moonwind, how are ya?",مون ویند «(= باد ماه) حالت چطوره؟»,مون می گوید « وضعیت دمای باد ماه» چطور است؟
909,no. okay.,نه. خیلی‌خب,نه. خیلی خوب است.
910,before y'all are done making a difference?,چند نفر دیگه باشید بمیرن؟,چند نفر دیگ می خواهند برای رفع سرما بمانند؟
911,shit.,تف,تفاوت کردن
912,one night there was a poker game.,یک شب یه بازی پوکر بود,یک شب یک پوکر بازی می کردم
913,"well, that butterfly began as a caterpillar.",خب اون پروانه، یه زمانی کرم ابریشم بوده,خوب، پروانه، یک زمانی ریشه کرم درست شده بود
914,while riley takes a breather.,دو دقیقه وقت داریم,دو دقيقه وقت داریم
915,why are you here? - listen.,چرا اینجایی؟ - گوش کن -,چرا اینجا؟ - گوش کن -
916,"all right, let's move, fellas.",خیلی‌خب، بیاید بریم رفقا,خیلی خب، زودباش، رفقا را صدا کن
917,"bring it in, team.",بیاید اینجا بچه‌ها,اینجا بیایید بچه ها
918,"no, don't look at that stuff. let's look over here.",نه، اونا رو ول‌کن بیا اینجا رو ببین,نه، اونا را ول کن، بیا اینجا را ببین
919,we build her a new sense of self.,براش یه هویت جدید ساختیم,برای اینکه بتوانیم برای زندگی جدیدی استفاده کنیم
920,you're always in danger of losing due to budget cuts?,همه ش در خطر از دست دادن حقوقت بخاطر گم‌شدن چیزی هستی؟,همه چیز در خطر است که حقوقدان را به خاطر گمراه شدن چ
921,"oh, thanks, guys.",ممنون بچه‌ها,متشکرم بچه ها
922,why? what about sully?,چرا؟ سالی چی پس؟,چرا؟ سالی چی؟
923,go!,! برو,!بروید
924,okay.,باشه,خوب است
925,you ready? let's go!,اماده‌اید؟ -! برو بریم -,- ! - ! - ! - ! - 
926,"i mean, if you",…یعنی,...یعنی
927,we're professionals. - mm-hmm.,ما حرفه‌ایم,ما حرفه ایم را می زنیم
928,and stay away!,! و دور بودن,! و دور بودن
929,i'm ready to reach her.,امادم تا باهاش ارتباط برقرار کنم,اما من تا وقتی که با اونا ارتباط برقرار شود،
930,you decide.,تصمیمش با خودته,تصمیم با خودته
931,i'll be right back. practise your scales.,الان بر می‌گردم روی مهارت هاتون تمرین کنید,حالا بر روی مهارت هاتون برای رفع مشکلات ادامه می ده
932,"if you're too much of a pussy, just gimme the gun.",اگه اینقدر ترسویی اسلحه رو بده به خودم,اگر این قدر برای خودم اسلحه ی ترسناکی به دست بی
933,got my head stomped on by one too many bulls.,گاوها چند باری سرم رو لگد کردن,گاوها برای ضربه زدن به صورت کف دستش
934,you're stoned.,تو سرسختی,تو گستاخی
935,let's go.,بریم,بریم
936,we need to evacuate this arena right now!,! باید همین الان این محدوده رو تخلیه کنیم,!باید همین حالا این محدوده را خلع کنیم
937,i did it. i did it! i'm back.,! توانستم، توانستم! من برگشتم,! توانستم، توانستم! من برگشتم.
938,i don't know nothing about no makeup.,فکر نمی‌کنم بشه جبرانش کرد,فکر نمی کنم مجازات کنندگان نیز این کار را کردند
939,you all right?,خوبی؟,خوبی؟
940,can't trust a thing she says.,نمی‌شه به یک کلمه از حرف‌هاش اعتماد کرد,اگر یک کلمه از حرف هایش را گوش کنید، اعتماد به نفس
941,i'm thinking there's no reason,احساس می‌کنم دلیلی نداره که,فکر می کنم دلیلی ندارد که
942,dorothy can't tell you that. lagrangian mechanics.,دوروتی این رو نمی‌تونه تشخیص بده مکانیک لاگرانژی,دورتیو قابل تشخیص نیست که مکانیک مکانیکی را به عنوان
943,"all right, how are we getting to this thing?",خیلی‌خب، چطور می‌خوایم باشد برسیم؟,خیلی خب، چطور می خواهیم فرق کنیم؟
944,you need to settle down. if you keep this...,باید بشینی …اگه این,باید بشقابی ...اگه این
945,"but i feel, i feel fine.",ولی حس می‌کنم خوبم,اما فکر می کنم خوبم
946,no way.,بی‌خیال,بدون خیال
947,"oh, no. honey.",وای نه، عزیزم,بله،عزیزم.
948,yeah! - yeah!,! اره -! اره -,- ! - ! - ! -
949,then get back to the club.,…بعد برگردم به,بعد از اینکه به سمت اتاق برگشتم
950,she doesn't need to know. -objection.,لازم نیست بفهمه - اعتراض دارم -,- باید توضیح داد - اعتراض من -
951,i'm nice. i'm mean.,. من مهربونم من بد جنسم,. من مهربانم و شکل بد .
952,"i know, somebody raises you,",میدونم. وقتی یکی بزرگت کنه,ميدونم. وقتی یکی از آن ها بزرگتر می شود.
953,i'm not gay.,. من گرا نیستم,من اهل اخلاق نیستم.
954,you know what i'm saying? i'm...,می‌فهمی چی میگم؟ …من,من می فهمم که چه چیزی را گمان می کنم؟
955,"waiting on you, lion.",منتظر تو هستیم شیر,انتظار تو را می کشم - شیر -
956,"nostalgia, you aren't supposed to be here yet.",نوستالژی، تو قرار نبود بیای,نوار لعل، وضعیت من خوب نبود.
957,"okay. oh, shit. can anyone see me, do you think?",باشه، اوه، لعنتی، فکر می‌کنی کسی منو اینجا میبینه؟,خوب، اوه، لعنتی، فکر می کنی کسانی منو این
958,"or somebody else's thing, you know?",یا مال یکی دیگه رو؟ می‌فهمی؟,یا مال یک دیگه؟ می فهمی؟
959,"oh, no...",وای نه,بله
960,"i'm fucking bleeding, man.",دارم خونریزی می‌کنم مرد,من خونریزی را می گویم مرد
961,"it's all happening too fast, you know.",خیلی زود داره اتفاق میفته متوجهی,خیلی زود اتفاقی برای توجه به آن ها رخ می دهد
962,"we could become a fire hawk, like, tomorrow.",می‌تونیم همین فردا عضو تیم شاهین‌های اتشین باشیم,نیمه شب نیز عضو تیم شاهسان های اتشین هستیم.
963,"yeah. guys, i-- i really-- i wanna talk about this.","اره بچه‌ها من واقعا میخوام که در اینباره حرف بزنم …اره. بچه ها,من …من واقعا. میخوام دربارش حرف بزنم",اره بچه ها من واقعا می خواهم که در این مورد حرف بز
964,jeb!,! خب,! خوب،
965,robert edward audrey.,رابرت ادوارد ادری,رابرت ادوارد در دری
966,"oh, and you didn't happen to see the directions...",.. و تو این رو ندیدی,و من هم ندیدم.
967,"the password is ""outofmyhouse""-- one word.",",پسووردم هست «outofmyhouse». چسبیده",،پسولام ها «خارج خانه من» هستند.
968,and stumble once in a while.,یه بار در یه دوره. اتفاقی به چیزی برخورد کنم,یک بار در یک دوره. اتفاقی که برای مقابله با یکدیگر
969,"leave it, leave it! come on, come on!",! ولش کن، ولش کن! زودباش، زودباش,! زودباش، زودباش، زودباش!
970,"but while we have her, ooh!",…اما تا پیش‌مونه,اما تا حالا نباید فکر کرد
971,with your dick.,.. با کارت,با کارت .
972,we get right in front of that thing and set up our radar.,می‌ریم جلوی گردباد و رادارمون رو کار می‌ذاریم,وقتی برای استفاده از ماشین ماشین ماشین ماشین ماشین 
973,joy from headquarters?,شادی مرکز فرماندهی؟,فرماندهی مرکزی؟
974,what's gonna happen?,چه اتفاقی میخواد بیفته؟,چه اتفاقی باید رخ دهد؟
975,yeah?,اره؟,اره؟
976,one mississi...,…یک و یک,یک و یک
977,"now, stay your ass there.",حالا همینجا بدون,حالا همین جا بدون نیاز
978,she's the only one that can fix this.,اون تنها کسیه که میتونه درستش کنه,تنها کسانی که می توانند به زحمت تنبیه شوند
979,"let's go, guys! let's go!",! بریم بچه‌ها! بریم,! بچه ها را رها کنید! رها کنید!
980,"he also told me about that, uh.",ضمنا بهم در مورد چیزم گفت,در ضمن به من در مورد چیزی گفته اند:
981,"what do you mean, she was there with it?",منظورت چیه که اون باهاش بود؟,منظور او چه بود که او با آن ها بود؟
982,"hey. we got to go, t.",هی، باید بریم تی,ه، باید ارتباطی با تیم پیدا کنیم.
983,"we'd go up to my mom's friend's, up in vermont.",ما به دیدن دوست مامانم توی ورمونت رفتیم,ما به دیدن مامانم دوست صمیمی در ورمونت رفتیم
984,her purpose. was it music? biology? walking?,جرقه‌اش، موسیقی بود؟ زیست؟ راه رفتن؟,صدای موسیقی، صدای زیست؟ راه رفتن؟
985,"hey, terry, what's that over there?",هی‌تری اونجا چیه؟,هی تری اونجا چیست؟
986,we're gonna have so much fun! -all right.,قراره کلی بهمون خوش بگذره - خیلی‌خب -,- باید کلی آنمون را خوشحال کند - خیلی خوب -
987,it's way better than here.,یه جورایی بهتر از اینجاست,یکی از این نقاط بهتر از اینجاست.
988,i'm from all over.,همه‌جاش سرای منه,همه جارو نیز وجود دارد.
989,what the fuck is this? - are you crazy?,این چیه؟ - دیوونه‌ای؟ -,این چیزی است؟ - دیوونه ای؟ -
990,"ready for a little q&a, huh?",اماده بازجویی هستی؟,آیا برای تفتیش ماده است؟
991,i'm sorry for what happened.,بابت اتفاقی که افتاد متاسفم,با توجه به اتفاقی که افتاد متاسفم
992,"i- i just adopted him, so it's in the process.",به فرزندخواندگی گرفتمش برای همین زمان میبره,در همان زمان برای خواندن فرزندی نیز برای همین 
993,we'd have addy do it 'cause she was...,…می‌گفتیم ادی بره اتاق بگیره چون اون,ما می گویم ادی برادر اتاق را دستگیر کرده است، چون
994,"i said, ""hands where i can see 'em.""",گفتم دستاتو بالا بگیر,گفتم دستت را بالا بگیر
995,she looked like a swiss army knife. - you guys could come visit!,شبیه یه چاقوی ارتشی سوییسی می‌شد- شماها میتونین بیاین ملاقات-,شبیه یک حمله نظامی نظامی سویسی می شود- شماها
996,inside of a tornado to see if we can make it collapse.,داخل گردباد طراحی‌شده تا ببینیم می‌تونیم باعث فروپاشی باشیم یا نه,در داخل گردباد طراحی شده تا ببینیم که بیش از یک ذره
997,i offered you the tape.,…و چسب نواری دادم,چسب نوار نوار رانوری
998,can you do this?,میتونی اینکارو کنی؟,آیا می توانید این کار را انجام دهید؟
999,i'm not your teacher anymore.,من دیگه معلمت نیستم,من از مرحله ی گذشته ی گذشته ی خودم
