en_text,fa_text
imagine silence.,سکوت رو تصور کن
"well, these souls need their ""spark"".",خب، این روح‌ها نیاز به جرقه خودشون رو دارن
keep going. keep going.,ادامه بده، ادامه بده
that big peanut head? what happened to you?,کله بوم زمینی رو درست کردی؟ چه اتفاقی برات افتاده؟
picking him up on the heel side.,می‌خواد از پاشنه بگیردش
tyler!,! تایلر
or exploding dynamite?,یا دینامیت؟
you... you have no idea what that's like.,تو …تو اصلا نمی‌دونی این کار چه حسی داره
we're moving to vermont.,داریم به «ورمونت» اسباب‌کشی می‌کنیم
"okay, let's clear it all out.",خیلی‌خب، وقت تمیز کرایه
this water hurts! - it's okay.,این اب میسوزونه - مشکلی نیست -
"no fire, but still everyone knows it was him.",اتیشی در کار نبود ولی بازم همه میدونن کار اون بوده
lots of them.,اون هم زیاد
tornado is moving steady at one-seven miles per hour.,گردباد به‌طور پیوسته با سرعت ‏ ۳۰ کیلومتر بر ساعت دارد حرکت می‌کنه
or something that's going to help us?,که به کمک‌مون بیاد؟
"well, i think i'm calling it a night.",خب، به‌نظرم بهتره دیگه بریم
it's big and it's moving fast. drive!,خیلی گنده‌ست و داره سریع حرکت می‌کنه! گاز بدید
"i see pain, death, destruction.",من درد، مرگ، خرابی رو می‌بینم
they? aren't you one of them?,اونا؟ مگه تو از اونا نیستی؟
ready?,حاضرید؟
"jerry, okay.",جری، باشه
here. - thank you.,بیا - ممنون -
"yeah, we do.",اره
but what about sneaking,ولی دزدکی رفتن
you take such good care of riley.,خیلی هوای ریالی رو داری
i got to go.,. من باید برم
"i've had enough of your shit! - back off. back off, man.",از چرت و پرت گفتنات خسته شدم - بکش عقب مرد -
"uh... uh, i mean, miss williams.",…منظورم خانم ویلیامز
"sheesh, i can't believe i've been",…باورم نمیشه من
"she trusts me, right?",اون بهم اعتماد داره. نه؟
"and that was it. she took off, man.",و بعدش تموم شد و رفت
"i mean, like, what if she had the gun with the real rounds?",اگه اسلحه با تیر واقعی داشته چی؟
riley wants you.,رایلی تو رو می‌خواد
and just like that caterpillar...,…و مثل اون کرم ابریشم
"take the truck, all right?",با وانت برو، باشه؟
"push in, push in! it's alive.",! جمع شید! جمع شید - زنده‌ست -
i was existing as a theoretical construct,من مثل یه شکل تیوری
the console and make sure it's ready.,مجددا کالیبره و اماده کنم
that's a compliment.,این تعریف بود
"bloofy, we're in a real pickle.",بلوفی، توی شرایط بدی قرار گرفتیم
fuck!,لعنتی
of deader and deader ends.,بن‌بست به‌دنبال نداشته
and tell her that we're not crazy.,و بهش بگی که ما دیوونه نیستیم
you four. in you go.,شما چهارتا برید
"um, mr. paciorek?","ام,اقای «پچورک»؟"
i'm trying to un-beef it.,من سعی می‌کنم نامریی باشم
abandon broccoli!,از بروکلی بپرید بیرون
it's like you can't even be truthful with me anymore.,انگار دیگه نمیتونی باهام صادق باشی
that was the second time you questioned me,بار دومیه که جلوی کسی
i miss that guy.,دلم براش تنگ شده
"look, i just wanna hang out with adults. okay?",ببین من فقط میخوام با افراد بالغ بگردم خیلی خوب؟
it's not yours to be embarrassed about.,کار تو نیست که. خجالت‌زده شی
what?,چی؟
and protected your son better.,و از پرستون بهتر محافظت. می‌کردم
i go back to not living my non-life and you go to the great beyond.,من برمیگردم به زندگیم و تو هم میری به ان‌سوی بزرگ
her notebook! -yes! that's a great idea!,دفترچه‌ش - اره! ایده‌ی خیلی خوبیه -
yeah. no. we should go then.,اره، نه ما بایستی بریم خب
i'm gonna need you to try it on.,میخوام که تو بپوشی
whoo!,هوف
"come on, there's gotta be something in here.",یالا، باید یه چیزی اینجا باشه
we mystics meet in this glorious landscape every tuesday.,ما عارفین هر سه‌شنبه توی این سرزمین زیبا ملاقات داریم
"okay, sapulpa.",خیلی‌خب سپالپا
where we do most of our work.,جایی که بیش‌تر کارهامون رو توش انجام می‌دیم
"friends are forever, right?",دوستی‌مون ابدیه، مگه نه؟
breathe in for me.,برام نفس بکش
listen to that.,بهش گوش بده
"that's our tornado, baby!",! اینم از گردبادمون عزیزم
when he spiked sully's drugs.,جنس سالی رو دستکاری کرد
that was amazing!,! فوق‌العاده بود
yep.,اره
"addy, that's... please?",ادی، این …می‌شه برگردی داخل؟
that you are sitting on that kind of cash.,این همه پول داری؟
"hey, michigan.",سلام میشیگانی
is it? -no.,افتاده؟ - نه -
"""what i want is the ocean.""",من اقیانوس رو میخوام
"riley fans, get up on your feet,",طرفداران رایلی، بلند شید
what the fuck? what the fuck are you doing?,چی چی؟ داری چه غلطی می‌کنی؟
hold me!,من رو بگیرید
"riley! -oh, my gosh!",رایلی - وای خدا -
why can't they just leave her alone?,چرا دست از سرش برنمی‌دارن؟
yes! all aboard!,! اره! همگی سوار شید
"okay, you're gonna be okay. - hold on, honey.",خیلی‌خب، چیزی‌تون نمی‌شه - سفت بگیر عزیزم -
and we're kickin' off our tour with a show at the half note tonight.,و داریم تورمون رو با یه اجرا توی «هف نوشت» امشب شروع می‌کنیم
hello!,! سلام
come on. come back in.,زودباش برگرد داخل
"who the hell is making decisions up there, him or her?",کی داره تصمیم می‌گیره؟ میشه یا اون دختره؟
mm.,هوم
can you say denial?,می‌تونی بگی انکار؟
what? who's back here?,چی؟ کی برگشته؟
hang on.,سفت بشین
"he had, like, a... cabin.",اون یه کلبه داشت
"okay, until we can figure this out,",خیلی‌خب، تا وقتی‌که نفهمیدیم چه‌خبره
but that i absolutely deserve.,اما واقعا لیاقتش رو داشتم
"you know, he's a cowboy scientist, you know.",می‌دونی، به گاوچرون دانشمنده
why are our best friends,چرا دوست‌های صمیمی‌مون
"oh, they're pulling apart.",اوه، دارن جدا می‌شن
it'll be fun.,خوش می‌گذره
i have lots of items.,کلی وسیله دارم
it wasn't even full grown.,ااون هنوز رشد کاملش رو نکرده
absorbing 300 times its weight.,‏ ۳۰۰ برابر وزن خودش رو جذب می‌کنه
and...,…و
hey. no. no.,هی، نه، نه
to read my sensors.,نیاز به موقعیت جنوب غربی داریم
"a tomato,",گوجه
that's cool.,با حال
aw. i miss those girls.,بدجوری دلتنگ‌شونم
here.,بیا
"you know, you should...",…می‌دونی، باید
"you really got things figured out, connie.",تو واقعا چیزا رو خوب درک می‌کنی کانی
the great before?,گذشته بزرگتر؟
"uh, are we pushing her too hard?",زیادی داریم بخش فشار میاریم؟
"um, i--",…منم، من
"the world doesn't revolve around you, 22.",دنیا دور تو نمیچرخه ۲۲
is she serious right now?,الان جدی گفت؟
just friends goofing on each other. all right.,دوتا دوست که همو ضایع میکنن
into coach's office? -what about hitting grace?,توی دفتر مربی چی؟ - زدن گریس چی؟ -
"okay, here's the thing. -you were never an option.",…خیلی‌خب، مسیله اینجاست که - اصلا قصد فرستادن تو رو نداشتم -
kate.,کیت
she's just stalling.,داره وقت تلفی میکنه فقط
are we in a dream right now?,الان داریم خواب می‌بینیم؟
"i happen to like the name. please, just don't mess anything up.",. تصادفی از این اسم خوشم اومد لطفا به چیزی گند نزن
"please. if i'm gonna get this gig back, i need your help.",لطفا، اگه قرار باشه اجرا کنم به کمکت نیاز دارم
it's not cool.,این باحال نیست
who... who are you?,شما کی هستید؟
why?,چرا؟
it's what i was meant to do. and nothing's gonna stop me.,این چیزیه که میخوام انجام بدم و هیچ‌چیز جلو دارم نیست
"wait a minute. i was here. today, doing my audition.",صبرکن، من امروز اینجا بودم داشتم اجرا می‌کردم
nobody lives to tell the tale.,هیچکس زنده نمیمونه
or were you gonna go back to the city once the pool closes?,یا میخوای وقتی برگردی شهر که استخر بسته باشه؟
no. this is police business.,نه این به پلیس مربوطه
you mean the camp scrimmage?,منظورت مسابقه تمرینیه؟
he gave me the key to a storage locker,کلید به گاوصندوق داد که
"oh, nothing. you were saying? - hmm?",اوه، هیچی، داشتی می‌گفتی؟ - هوم؟ -
whoosh-up little man. - hi.,دالی کوچولو- سلام -
but what does it mean?,ولی این به چه معناست؟
"it's okay, it's okay.",چیزی نیست
skating lines.,تمرین اسکیت
"doesn't feel good, does it?",حس خوبی نمیده. نه؟
if it hit them in the face.,هیچ اشنایی‌ای ندارن
brains.,عقل
"train tracks? - yeah, train tracks.",ریل قطار؟ - اره. ریل قطار -
"all right, all right, all right.",باشه باشه
"no, we're gonna need you guys for something.",برای یه کاری بهتون نیاز داریم
my job in the military was operating one of these.,توی ارتش، وظیفه‌ام کار کردن با اینا بود
i will prepare us cereal.,. من میرم گندم درست کنم
"o, romeo, romeo, wherefore art thou...",اوه، رومیو، رومیو …چرا که هنر
there's a death ridge setting in.,یه گردباد داره شکل می‌گیره
"she'll tell us all we wanna know,",یا بهمون چیزی که میخوایم بدونیم رو میگه
thank you.,ممنون
look.,نگاه کن
it's fine.,مشکلی نیست
"wait, what are you touching back there? stop.",صبر کن، داری به چی دست می‌زنی؟ بس کن
we got to get these people...,…باید این مردم رو
they always have.,همیشه همینطور بوده
just look at what i found.,ببین چی پیدا کردم
hmm. too bad you can't rescue your career.,چقدر بده که نمیتونی شغلت رو نجات بدی
it's those people that...,…موضوع اون مردم که
kate!,! کیت
this is... this is what it's like,…توی …توی گردباد
"hey, joe. what are you doing here on a weekday?",سلام جو اخرهفته اینجا چیکار می‌کنی؟
she said no.,گفت نه
"like, gimme a little smack, i'd do whatever, right?",از اونام که یکم بهم حال بده منم هرکاری برات می‌کنم
yes. yes.,اره اره
in someone's apartment...,توی ساختمون یه نفر
am i impeding an arrest?,من رو بازداشت میکنین؟
you ever seen anything like this?,تا حالا همچین چیزی دیدی؟
i'm a terrible friend. i am strong.,. من دوست خیلی بدی‌ام من قوی‌ام
moosey! moose!,! «موسی»! «موس»
she's got this. -'cause she's got us.,از پسش برمیاد - چون ما رو داره -
i got boone on camera.,بون فیلم‌بردار
"oh, i love her pony tail. yes!",. عاشق دم اسبیشم اره
"we go the long way, which is the best way.",، از راه طولانی می‌ریم که خب بهترین راه
okay.,خیلی خوب
okay!,! باشه
"no, don't go.",نه، نرید
may the tiger-- don't say anything about the tiger.,…شاید ببر - هیچی درباره‌ی ببر‌ها نگو-
"bye, monkey.",خداحافظ میمون کوچولو
yeah. we did it.,اره. موفق شدیم
"we're all set! kate, come on!",! همه اماده‌ایم! کیت، زودباش
you mean on youtube?,منظورت توی یوتیوب‌ه؟
on the right-hand side.,می‌ذاره سمت راست
what do you want?,چی میخوای؟
said you were great.,گفت تو عالی بودی
what's his name?,اسمش چیه؟
listen for cues.,به نشونه‌ها گوش کن
"i'm a shamanic healer meditating in berkeley, california.",منم یه شفا دهنده شیعه هستم که توی برکلی کالیفرنیا دارم عبادت می‌کنم
"you gotta wait, son. this is an emergency.",باید صبرکنی پسر این مورد اورژانسی
"all right, we're fine, guys.",خیلی خب، چیزیمون نیست بچه‌ها
i'm just trying to help.,صرفا قصدم کمکها
i know riley sneaking around feels wrong.,می‌دونم این کار رایلی اشتباه
yeah.,اره
i get up so early. it's torture. me too.,من خیلی زود بیدار میشم، عذابیه واشه خودش منم همینطور
"number two, you have no respect for--",شماره دو …شما هیچ احترامی قاعل نیستید برای
reunited. like a family.,دوباره مثل به خانواده برگشتیم پیش هم
"just enjoy it, man.",لذت ببر رفیق
kate!,! کیت
"it's cute, isn't it?",بامزه ست. نه؟
"what if riley does so well that the coach cries,",اگه رایلی اون‌قدر خوب بازی کنه که مربی گریه کنه
i'm trying to find my purpose!,میخوام هدفم رو پیدا کنم
"all right, we're taking the right.",خیلی‌خب، می‌ریم سراغ راستی
but will you try?,اما دوباره امتحان می‌کنی؟
"or not. -you guys, too much.",و چه نخواد - دخترها، دارید زیاده‌روی می‌کنید -
mm. trusty old brown suit. still a perfect fit.,کت و شلوار قهوه‌ای قدیمی هنوز اندازه است
and there's a lot of tree stumps for scratching.,و یه عالمه تنه‌ی درخت واسه خراشیدن هست …
"yo, ian, man, how you get",هی، ایان، مرد …چطور این
"i have an idea, but i really don't like it.",، من یه ایده‌ای دارم ولی اصلا ازش خوشم نمیاد
okay.,. خیلی خب
"mama, it's me.",مامان، منم
you think if i had eight million,فکر می‌کنی اگه ۸ میلیون داشتم
"okay, joy,",خیلی‌خب شادی
you don't even have to come.,تو اصلا مجبور نیستی بیای
"sadness makes her sad,",غم، غمگینش می‌کنه
guys.,بچه‌ها
they also burned alive.,اونا هم زنده زنده سوخته شدن
we need something bigger.,به یه چیز بزرگ‌تر نیاز داریم
why would you do this for me?,چرا اینکارو برام می‌کنی؟
you feel-- yeah.,…احساس ه -. اره -
it's still half-full.,هنوز نصفش پره
"one, two, three, four.",یک، دو، سه، چهار
but it's not worth it. - give me a knife.,ولی ارزششو نداره - یه چاقو بهم بده -
"so, maybe i'd better stick with it?",پس، بهتره که ادامه بدم؟
"oh, there it is.",اوه، اوناهاش
"real riley is out there somewhere,",رایلی واقعی، یه جای اون بیرونه
you got one minute.,یه دقیقه وقت داری
"i expected better, riley.",انتظارم رفته بیش‌تر بود رایلی
playing on the same team.,هم‌تیمی باشیم
come on. turn it up a little bit.,بالا، یه‌کم بیش‌ترش می‌کنیم
"get down, get down!",! برو پایین، برو پایین
"so, we all decided to give you another chance.",برای همین تصمیم گرفتیم یه فرصت دیگه بهت بدیم
phew!,! پوف
"without our projections, we won't be prepared.",بدون تصورات‌مون، اماده نخواهیم بود
"hey, you wanna sit with us?",هی، می‌خوای پیش‌مون بشینی؟
[ matt ] a week.,یه هفته دیگه
"i already told you,",بهت که گفتم
"well, did you see the wheat? winds moved to the north.",خب، گندم‌ها رو دیدی؟ جهت باد به سمت شمال بود
"that's not a thing, by the way.",کسی این‌طوری نمی‌شماره
"okay, fine.",خیلی‌خب، باشه
let us out! right now!,همین الان ازادمون کن
what if he drugged me?,اگه چیزخورم کرده باشه چی؟
you're more than welcome to opt out.,اگه میخوای میتونی انصراف بدی
i don't wanna die!,! نمی‌خواهم بمیرم
stormpar.,استورم‌پار
close enough to a tornado to do this.,به یه گردباد نزدیک کنه تا این کار رو انجام بدم
"take it, take it!",بگیرش، بگیرش
you chose to get cold feet.,جا زدی
you know the console better than anybody.,تو بهتر از هرکس دیگه‌ای با صفحه‌ی فرمان، اشنایی داری
goddamn.,عجب
"and i'm his uncle,",و من عمویم
you went to rh.s. too?,مدرسه تیزهوشان هم رفتی؟
"okay, well, if i can get him",خیلی خب، اگه بتونم راضیش کنم
if there's anything i can say or do to make it better...,اگه می‌تونم حرفی بزنم یا کاری بکنم …که اوضاع رو بهتر کنم
"you two, come with me.",شما دوتا باهام بیاین
"""man with a van.""",مردی با وانت
shoot him!,بهش شلیک کن
"all right, which one's gonna stay?",خیلی‌خب، کدومش موندگاره؟
"right. since accounting is your job,",درسته …از وقتی‌که شغلت حسابداری شده
right on.,تصمیم درستیه
we're almost done.,تقریبا کارمون تمومه
it's tracking straight ahead.,اینجا نشون می‌ده درست جلومونه
they're not running.,فرار نمی‌کنن
it really hurts.,خیلی هم دردناکه
what's going on? move your car.,چه خبره؟ برو دیگه
mm. - good.,خوبه
is that broccoli?,این کلم بروکلیه؟
"okay, fine. no punting.",باشه، پرتش نمی‌کنم
"i should have never brought you in, it's my fault.",اصلا نباید تورو وارد این ماجرا می‌کردم تقصیر منه
jovan.,جوان
and us used to... -you're still early.,…می‌رفتیم - نه، هنوز وقتش نیست -
i don't know. this could be it.,نمی‌دونم ممکنه دیگه برنگردم
and for correcting our absent-minded mistakes,…برای تصحیح خطای ذهن انتزاعی و
not full-grown.,بالغ نبوده
"look, he's not jovan.",ببین. اون جوان نیست
we've got a game to finish.,باید بازی رو تموم کنیم
"i want to help people, too, kate.",منم می‌خوام به مردم کمک کنم کیت
you know what this fucking is? this is leigh. okay?,میدون این چه لعنتی ایه؟ این «لی» ه. باشه؟
but i promise you i'm gonna get what i'm after.,ولی قول میدم به چیزی که میخوام می‌رسم
"i'm sorry, mom.",متاسفم مامان
i'm gonna go check in with scott.,می‌رم یه سر به اسکات بزنم
"it's one drag, john. fine. okay?",«یه پک ه دیگه» جان باشه، باشه؟
miss kamen?,خانم کیمن؟
"it's gonna be the wildest tornado week you've ever seen, fellas.",قراره خفن‌ترین گرفته گردبادی‌ای بشه که تا حالا دیدید بچه‌ها
it's easy to get turned around.,اینجا گشتن راحته
like... right? come on.,این‌طوری، باشه؟
"grace, you are not helping.",گریس، اصلا کمکی نمی‌کنی
amateurs?,نوب؟
"oh-ho, this one might be a handful.",اوه، این یکی ممکنه کنترلش سخت باشه
what is it? what is it? what do you see? - this isn't right.,چی شده؟ چی شده؟ چی می‌بینی؟ - یه مشکلی هست -
"hey, t! tell the folks how you're feeling.",هی تی! به بچه‌ها بگو چه حسی داری
"oh, this is so sad.",اوه، خیلی غم‌انگیزه
"come on, honey.",زودباش عزیزم
"yeah. well, he's beautiful.",اره - خب خوشگله -
featuring a selection of moments from your own inspiring life.,اثرگذاری بخشی از زندگی الهام‌بخش خودتون
it is music. my spark is music. i...,موسیقیه جرقه من موسیقیه
and you got a shit ton of money that you didn't earn.,و تو کلی پول داری که خودت بدست نیاوردی
"whoa, owens!",! وای، اونز
coach will either make us a fire hawk,مربی یا ما رو عضو تیم می‌کنه
and we got the storm of a century out there!,و طوفان قرن الان پشت سرمونه
how are you gonna spend your life?,میخوای زندگیت رو چطور بگذرونی>
"hey, can you, um... can you rig that drone to collect data?",هی، می‌تونی …می‌تونی اون پهپاد رو مجهز کنی که داده جمع کنه؟
no kidding.,شوخی ندارم
"it's like, uh, great expectations. right?",این مثله اه توقع زیادیه درسته؟
i wanna say.,. میخوام بگم
"now, look, this thing's rated for ef1s, okay? - oh, shit.",این گردباد، فوجیتای یک‌ه - اوه لعنتی -
we keep the best and toss the rest.,بهترین خاطرات رو نگه می‌داریم و بقیه رو می‌ندازیم دور
he's got the gig now. i'm sorry.,اون امشب اجرا میکنه متاسفم
kate!,! کیت
we're okay. - oh my god.,خوبیم- خدایی من-
"okay, guys, there's nothing we can do to stop it,",خیلی‌خب بچه‌ها برای متوقف کردنش کاری از دست‌مون برنمیاد
javi.,خاوی
"don't, don't, don't, don't.",". نکن,نکن,نگاه نکن,نکن"
where's brandon?,برندون کجاست؟
"she might say she hates everything, but trombone is her thing.",شاید بگه از همه چیز بدش میاد اما ترومبون همه چیزشه
and go to vermont.,. «و بری به» ورمانت
"i sure as hell earned it. - yeah,",و همینطور من - اره -
"wait, not me!",صبرکن! من نه
"yeah, but... - with this job, you'll be able",…اره اما - …با این شغل می‌تونی -
"oh, when she walked into",این خاطره‌ی اون روزیه که
i think i can feel my feet.,فکر کنم میتونم پاهامو حس کنم
you know what that felt like? it felt like jazz.,میدونی چه حسی داشت؟ حس جازینگ
"no, bitch. suck it. - get out! out! out!",نخیر جنده. بیا بخورش- گمشید بیرون، بیرون، بیرون-
it's gonna be okay!,! چیزی نمی‌شه
"a roll of tape,",یه نوار چسب
talk to us.,حرف بزن
"and she'll say, ""wow, joy, i never thought",…اون هم می‌گه «وای شادی، تاحالا
thank you. - welcome.,ممنون - خواهش می‌کنم -
"yeah, i just lost my drone.",پهپادم رو از دست دادم
"when all you folks do is complain, complain, complain?",اون هم درحالی‌که شماها دایم دارید غر می‌زنید؟
go for it!,! برو
would hold up against my client,در برابر موکلم
"that sign won't spin by itself, hear me?",اون علامت خودش نمیچرخه صدامو می‌شنوی؟
then you're stuck. - been there before.,اون موقع گیر میوفتی - قبلا اونجا بودی -
how are we gonna score in time?,چطور به موقع گل بزنیم؟
are you serious?,جدی میگی؟
"wait, what was that? -what was what?",اون چی بود؟ - چی چی بود؟ -
that's just regular old living.,فقط یه زندگی عادی قدیمیه
but what about terry?,اما‌تری چی؟
"like, i owe you a lot.",انگار، خیلی بهت بدهکارم
just keep it together until we're out of the car.,تا وقتی از ماشین پیاده می‌شیم خودت رو نگه‌دار
"but then i see this guy,",اما بعدش این مرد رو دیدم
"whatever you put in here, it's gonna make it taste better.",هر چی توی این بریزید طعمش خیلی بهتر می‌شه
and plant his on the left.,و رادارش رو سمت چپ می‌ذاره
oh.,اوه
yes.,اره
"so, what was your freshman year on the fire hawks like?",خب، سال اول که بودی اوضاعت توی تیم چطور بود؟
he's swooping in and taking advantage of people,داره همین‌طوری از کسایی که …همه‌چیزشون رو از دست دادن
without bree and grace. -we won't know anybody.,نمی‌تونیم بریم دبیرستان - اون‌جوری همه غریبه‌ن -
"oh, no, wait.",وای نه، وایسا
"uh, joy...",…اه، شادی
"yeah, but this one to the east has the sky all to herself.",اره، اما اینی که سمت شرق‌ه خیلی فضای خالی داره
"see that, everybody?",می‌بینید همگی؟
"wait, wait, wait. we can't just leave them.",صبر کن، صبر کن، صبر کن نمی‌تونیم همین‌طوری ول‌شون کنیم
i'm jealous of myself. thanks for the reminder.,. به خودم حسودیم می‌شه ممنون که یادم انداختی
get that earth pass to change?,اینکه جواز زمینی تغییر کرده؟
so this is all i had to do to get back to my body?,پس این تمام کاریه که باید بکنم تا به بدنم برگردم؟
"damn, ben. - why didn't you tell me this before?",لعنت بهت بن - چرا قلبش بهم نگفتی؟ -
few days.,چند روز دیگه
"and every chaser has to make a guess,",و هر تعقیب‌کننده‌ای بالاخره باید یه جایی یه حدس بزنه
i wanna plant one.,من هم می‌خوام یکی بکارم
you're fucking ugly!,! خیلی زشت و کاری هستی
poppin' and lockin'. windmills.,پاپین و لاکین ویند میلز
this theater isn't built to withstand what's coming!,این سینما انقدر قوی نیست! که در برابر گردباد مقاوم باشه
it's okay. - but the thing is.,اشکال نداره - ولی قضیه اینه که -
"i guarantee you,",…بهت تضمین می‌دم
you finally made it.,بالاخره اومدید
"uh, don't you want to wait for the rain to hit first?",نمی‌خوای صبر کنی اول بارون بباره؟
forensics. - impound lot.,بخش جرم شناسی - پارکینگ -
not necessary.,. مهم نیست
the count's off. - excuse me?,سرشماری مشکل داره - ببخشید؟ -
22!,! ۲۲
"but it's not funny, leigh.",". «ولی این خنده‌دار نیست,» لی"
scarecrow is gonna get behind the tornado,…مترسک می‌ره پشت گردباد
to move somewhere like new york.,بری یه جایی مثل نیویورک
fujiwhara effect!,! اثر فوجیوارا
"well, come on up here, an-wer.",خب، بیا اینجا کسیلی
i'm not sure.,مطمین نیستم
"let me get a, uh, tow truck up here to departures. - okay, okay, okay.",به یدک‌کش بفرستید بخش پروازهای خروجی - خیلی‌خب، خیلی‌خب، خیلی‌خب -
try to keep them still.,باید سعی کنیم ثابت نگه‌شون داریم
"boone, this is all chocolate. - sorry, man.",بون، شکلات ریخته - ببخشید پسر -
that's good.,. این خوبه
"uh, val?",وال؟
i'm not good enough.,من ناکافی‌ام
let's cut the bullshit.,بیا مسخره‌بازی رو تموم کنیم
and my job is to protect her,و وظیفه من، محافظت کردن ارش
"you're the varsity captain,",تو کاپیتان تیم اول دبیرستانی
what do we do? -we were so close.,حالا چی کار کنیم؟ - خیلی نزدیک شده بودیم -
thanks.,ممنون
hello?,سلام؟
"they're gonna freak out. well, she's there with him.",". اونا وحشت‌زده میشن -. خب,اون باهاش بود -"
"you got riley back on track, now i'm ready to step back in.",، اوضاع رایلی رو دوباره ردیف کردی حالا من دوباره وارد میدون می‌شم
is the infamous disgust.,انزجار» بداوازه هستن»
"yeah, you're right.",اره، درست می‌گی
it's been a while.,خیلی وقت بود ندیده بودمت
"no, i don't think you're an...",…نه، فکر نمی‌کنم تو
it could be a disaster!,ممکنه فاجعه رخ بده
not fucking this up. - all right.,گند نمی‌زنم
"ooh, this is exciting.",اوه، خیلی هیجان‌انگیزه
don't tell her that.,این رو بهش نگو
i'm glad to hear it. jerry will take it from here.,خوشحالم که می‌شنوم جری از اینجا به بعد همراهیت میکنه
you are really getting good at using those legs.,کارت داره توی استفاده از اون پاها خوب میشه
fuck it!,! گندش بزنن
what... what are we playin'?,چی میخوایم بزنیم؟
what if she's telling the truth and it's only 1.5?,اگه راست بگه و فقط ۱ ٫ ۵ میلیون داشته باشه چی؟
"so, we want a 3d scan of the entire area",…ما یه اسکن سه‌بعدی از دور تا دور
"all right, we got to move faster!",! خیلی‌خب، باید سریع‌تر برید
i could even sound like you.,حتی میتونم مثل تو حرف بزنم
"uh-huh. well, you know what else is funny?",خب، می‌دونید دیگه چی خنده‌داره؟
you said you could get a new model running?,گفته می‌تونی یه مدل جدید اجرا کنی؟
"okay, all right, all right.",خیلی خب، خیلی خب
maybe this is what happens when you grow up.,شاید این از عواقب بزرگ شدن باشه؛
but we hate those things.,ولی ما از اینها متنفریم
"mom, i know we've had some rough times,",مامان، میدونم ما اوقات خوبی نداشتیم
what the hell happened here?,اینجا چی شد؟
"22, you come back here!",شماره ۲۲، برگرد اینجا
anyone could play in a band if they wanted to.,همه اگه بخوان میتونن نوازنده گروه بشن
if i could perform with dorothea williams.,دورسیا ویلیامز اجرا داشته باشم
hit and run. it's a light penalty.,بزن در رو جریمه شبکه
nobody can help you! nobody!,! هیچ‌کس نمیتونه بهت کمک کنه! هیچ‌کس
good night.,شب به خیر
"harness? - yeah, we're entering the suck zone, baby.",کمربند؟ - اره، داریم وارد منطقه مکش می‌شیم عزیزم -
and it's not yours--,…و این کار تو نیست
hi. i'm val... -i know.,…سلام، من وال - می‌دونم -
new york times.,. نیویورک‌تایمز
it's about who she needs to be.,این مهمه که باید چه ادمی بشه
gloves? -yes.,دستکش؟ - باهامه -
"no. john, i'm just tired.",نه جان من فقط خسته‌ام
we used to come when we were little.,ما وقتی کوچکتر بودیم میومدیم
and... principal holley just won't accept my resignation.,و …مدیر هالی. استعفا منو قبول نمیکنه
and have a life. - make me!,یه زندگی می‌خواهی داشت
he's one of the stormpar investors i told you about.,یکی از سرمایه‌گذارهای استورم‌پاره که درموردش بهت گفتم
"hey, mom. what's up? yes, it is.",سلام مامان. چه خبر؟ - چرا هست -
everything's going fine.,همه چیز روبراهه
[ softly ] fuck.,. لعنت
"okay, scarecrow, we got you.",خیلی‌خب مترسک داده‌هات رو دریافت کردیم
but i do know...,…اما من میدونم
looks like he's back down on earth.,انگار برگشته روی زمین
ooh!,اوه
he'll probably kill you.,احتمالا بکشت
get back! get back! get back!,! برید اون پشت! برید اون پشت! برید اون پشت
you have to score!,باید گل بزنی
can you help me?,میتونی کمکم کنی؟
nobody touch the console unless you really need to.,فقط در صورت نیاز به صفحه‌ی فرمان دست بزنید
why the hell would you want that?,چرا همچین چیزی می‌خواید؟
from the university of mexico.,از دانشگاه مکزیک بوده
or sound like this instead.,یا اینجوری
let's go home.,بریم خونه
"22, stop.",شماره ۲۲ صبرکن
the vertical wind shear,…چینش باد عمودی
"and-and-and-and you're not gonna be, you know, drinking...",",و تو دیگه,میدونی …نوشیدنی نمی‌خوری"
riley looks really uncool in front of val.,رایلی خیلی جلوه‌ی زشتی پیش وال پیدا می‌کنه
[ officer chuckling ] fuckin' nuts. [ car engine starts ],دیونه یا لعنت
yes!,! اره
"uh, i'm joe. joe gardner.",اوه، من جو هستم جو گاردنر
"sir, sir, you got to leave it. you got to leave it.",جناب، جناب، باید ولش کنی باید بی‌خیالش شوی
sorry.,. ببخشید
"yeah, i'm not stuck with a body.",اره، من بدن ندارم
"or perhaps you'll prefer the hall of you,",یا شاید «سالن شما» رو ترجیح می‌دهید
but we promised bree and grace.,ولی به بری و گریس قول داده بودیم
it was supposed to be easier.,باید راحت‌تر می‌بود
where the steaks are plentiful...,…جایی که استیک یا خیلی زیادن …
where are your no-good friends?,دوستای نه چندان خوبت کجان؟
"you know, lost souls are not that different",میدونی …روح‌های گم‌شده اونقدر هم
oh.,اوه
yeah.,اره
i made him do the plans with me...,مجبورش کردم که …نقشه‌ها رو با من انجام بده
his mom said he left yesterday at breakfast time...,مامانش گفت که دیروز …موقع صبحانه رفت
"i know, you know what i mean.",خودت منظورمو می‌گیری
jesus christ.,ای خدا
"uh, she says there's barbecue at the house when we're done.",گفت وقتی کارمون تموم شد برای کباب، بریم خونه
are you insane?,دیوونه شدین؟
what is going on?,اینجا چه‌خبره؟
